timestamp,accx,accy,accz
11:04:38.227,-0.338,-0.212,0.922
11:04:38.421,-0.345,-0.225,0.913
11:04:38.714,-0.35,-0.221,0.913
11:04:38.812,-0.349,-0.219,0.916
11:04:39.006,-0.341,-0.219,0.918
11:04:39.201,-0.341,-0.216,0.914
11:04:39.397,-0.356,-0.215,0.925
11:04:39.592,-0.336,-0.225,0.921
11:04:39.786,-0.342,-0.219,0.895
11:04:39.981,-0.348,-0.219,0.926
11:04:40.177,-0.351,-0.229,0.913
11:04:40.371,-0.334,-0.211,0.913
11:04:40.566,-0.353,-0.21,0.895
11:04:40.761,-0.343,-0.218,0.923
11:04:40.956,-0.342,-0.221,0.928
11:04:41.200,-0.34,-0.221,0.912
11:04:41.396,-0.325,-0.221,0.931
11:04:41.591,-0.346,-0.222,0.914
11:04:41.787,-0.351,-0.21,0.926
11:04:41.980,-0.348,-0.208,0.918
11:04:42.175,-0.345,-0.225,0.922
11:04:42.372,-0.344,-0.213,0.92
11:04:42.582,-0.34,-0.208,0.918
